Ticket_ID,Communication_Log,Contact_Type
318304,"ich kann beim Dropdown Feld gerne eine 4. Auswahl ergänzen und einen Eintrag ""Assistenz in der Diabetologie LÄK"" machen. 
Ich habe Ihnen in Evidenz bereits ein Thema mit dem Namen eingestellt. Sie müssten dann die Hauptveranstaltung dort drunter anlegen. Die Module können ruhig in den anderen Themen drin bleiben. Aber zum Filtern muss die Hauptveranstaltung im Thema ""Assistenz in der Diabetologie LÄK"" angelegt werden. 
Das können Sie ruhig machen. Ich lege jetzt die Dropdown Auswahl an und sobald die Hauptveranstaltung online ist wird sie angezeigt und kann danach gefiltert werden.",eMail evidenz
318304,"erledigt:
Sie können nun eine Veranstaltung unter dem Thema anlegen und nennen die Veranstaltung bitte ebenfalls „Assistenz in der Diabetologie LÄK“. Wenn Sie die Veranstaltung anders nennen muss ich den Filter noch einmal anpassen. Geben Sie mir dann kurz Bescheid 😊",eMail evidenz
318304,"vielen Dank, das ist schon supi. Wir brauchen dann etwas später noch einen angepassten Frame für die Website, aber da unsere Administratorin gerade im Urlaub ist, hat das bis nächste Woche Zeit!
 
Lieben",eMail Kunde
318304,"Die Benennung ist prima 😊
 
Mit besten",eMail Kunde
318304,"SC Abgeschlossen Lösung:wir haben aktuell doch schon diverse Reihen (sei es nun Diabetesassistent*in oder Diabetesberater*in) eingestellt und live buchbar.
In wie fern unterscheidet sich die neue Reihe davon?
Wenn es einfach eine weitere Reihe mit vorhandenen Modulen ist wird die wie gewohnt angelegt und dann die Module als Pflicht oder Optional gekennzeichnet und dementsprechend online buchbar gestellt.",dummy
318304,"sind Sie schon mit dem Frame für die Assistenz in der Diabetologie weiter gekommen? Wäre schön, wenn Sie uns zeitnah diesen dann noch zusenden würden. Wir müssten die Website nächste Woche in dieser Hinsicht bearbeiten und würden den Link dann gerne einbinden.
Vielen Dank!
 
Lieben",eMail Kunde
318304,"SC Abgeschlossen Lösung:was meinen Sie mit dem Frame? Es gibt ja nur 1 iFrame den Sie einbetten müssen. Anpassen können wir den gerne, aber erst wenn er bei Ihnen eingebettet ist. Sonst ist das mit Abständen und co. nur Rätselraten.
Ansonsten habe ich das Dropdownfeld für Assistenz in der Diabetologie LÄK angelegt gehabt und Sie müssen nur noch Veranstaltungen unter dem Thema in Evidenz erstellen. Dann werden die auch entsprechend auf der Website angezeigt wenn man danach Filtert.",dummy
318304,"was meinen Sie mit dem ""Frame""? Es gibt ja nur 1 iFrame den Sie einbetten müssen. Anpassen können wir den gerne, aber erst wenn er bei Ihnen eingebettet ist. Sonst ist das mit Abständen und co. nur Rätselraten. 
Ansonsten habe ich das Dropdownfeld für ""Assistenz in der Diabetologie LÄK"" angelegt gehabt und Sie müssen nur noch Veranstaltungen unter dem Thema in Evidenz erstellen. Dann werden die auch entsprechend auf der Website angezeigt wenn man danach Filtert.",eMail evidenz
318305,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Buchungsbestätigung - Ratenzahlung 
Wenn sich Teilnehmer mit Ratenzahlung anmelden, dann sollte der Hinweis in der Buchungsbestätigung enthalten sein, z.B. 
Betrag 705 Euro, zu zahlen in 2 Raten. 
Aktionsplan 
Wie telefonisch besprochen werden wir diese Thematik intern mit dem Entwickler besprechen, da es derzeit keine autoamtisierte Lösung gibt. Der Vorgang wird über dieses Ticket mit Ihnen kommuniziert und läuft über die evidenz Hotline. 
Aktuell wird das Feld AmBetrag eingefügt, nicht die Teilnahmegeübhr. Sie können also pro Teilnehmer das den Betrag ändern vor Versand der Email. Gerne können wir das Bemerkungsfeld noch mit eintragen in die Mail, damit auch dort Inhalte von der Anmeldung mit angezeigt werden. 
 
 
Vielen Dank",eMail evidenz
318305,evidenz Mitarbeiter geändert von dh auf wl,eMail Kunde
318305,evidenz Mitarbeiter geändert von wl auf dh,eMail Kunde
318305,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit möchten wir Sie über den aktuellen Stand und die nächsten Schritte Ihrer Anfrage informieren. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Buchungsbestätigung - Ratenzahlung 
Wenn sich Teilnehmer mit Ratenzahlung anmelden, dann sollte der Hinweis in der Buchungsbestätigung enthalten sein, z.B. 
Betrag 705 Euro, zu zahlen in 2 Raten. 
Aktionsplan 
Wir haben dies intern besprochen und notiert für eine Weiterentwicklung der Software. 
Aktuell können wir nur Ihren Vorschlag umsetzen, dass das Bemerkungsfeld mit ausgegeben wird in der Buchungsbestätigung Sie dort die Anmerkungen händisch eintragen.",eMail evidenz
318305,"SC Abgeschlossen Lösung:Keine Rückmeldung, Ticket wird vorerst geschlossen.",dummy
318306,"Fehlermeldungen beim Autoversand der Buchungsbestätigungen

	a.	Wir erhalten keine Buchungsbestätigungen (mehr) per Mail
	b.	‚statt dessen‘ erhalten wir Fehlermeldungen – anbei (Lehmann // Neubürger // Fülberth)

 

Frage (nochmal): in welchem zeitlichen Turnus versendet Evidenz Buchungsbestätigungen? Stündlich am Tag? 

 

—————————————
Alanus Werkhaus gemeinnützige GmbH
Johannishof, 53347 Alfter

 

Tel.: +000 000 000 000

xxx@xxx.com <mailto:xxx@xxx.com> 

www.alanus.edu/werkhaus <http://www.alanus.edu/werkhaus> 

 

Unsere aktuelle Kursübersicht finden Sie hier <https://werkhaus.alanus.edu/wh-weiterbildung/kursprogramm/jahresueberblick.html> .

Abonnieren Sie unseren Newsletter <https://werkhaus.alanus.edu/wh-kontakt/newsletter-bestellen.html> .

—————————————

Das Bildungswerk Alanus Werkhaus ist eine staatlich anerkannte Weiterbildungseinrichtung und 
durch CERTQUA nach DIN EN ISO 9001 und AZAV zertifiziert. Die Veranstaltungen sind als 
Bildungsurlaub nach AwbG § 9a anerkannt und können mit Bildungsschecks gefördert werden.

—————————————

Geschäftsführung: X X Bonn, HRB-Nr. 16688

Finanzamt St. X X DE+000 000 000 000

—————————————

Unsere Datenschutzerklärung finden Sie hier <https://werkhaus.alanus.edu/datenschutzerklaerung.html> .",eMail Kunde
318306,"SC Abgeschlossen Lösung:Grund war der fehlende SPF Eintrag für die URL xxx@xxx.com. Dieser wurde nachträglich seitens Alanus IT eingefügt.
Die 3 Mails wurden von evidenz manuell erneut aus den Veranstaltungen generiert und ausschließlich an xxx@xxx.com gesendet. Das Ticket wird somit geschlossen.",dummy
318306,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Fehlende Buchungsbestätigungen 
Die 3 beigefügten Mails wurden unzustellbar zurückgesendet. 
Lösung war 
Grund war der fehlende SPF Eintrag für die URL xxx@xxx.com. Dieser wurde nachträglich seitens Alanus IT eingefügt. 
Die 3 Mails wurden von evidenz manuell erneut aus den Veranstaltungen generiert und ausschließlich an xxx@xxx.com gesendet. Das Ticket wird somit geschlossen. 
 
 
Vielen Dank",eMail evidenz
318307,"evidenz Supportanfrage
###LizenzID###00166
###AnwenderName###LGeorg
###Frage###Bitte dringenden Rückruf unter +000 000 000 000
bevorzugte Kontaktart Telefon
###Dringlichkeit###Verbesserungsvorschlag
###Fehler###-1
###FehlerMehrfachAufgetreten###-1",eMail Kunde
318307,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
unbekanntes Problem 
Wegen eines nicht näher benannten Problems wird ein Rückruf gewünscht 
Aktionsplan 
Evidenz ruft an",eMail evidenz
318307,"leider konnte ich Sie telefonisch nicht erreichen.
Bitte rufen Sie uns an oder beschreiben Sie Ihr Problem schriftlich.",eMail evidenz
318307,"SC Abgeschlossen Lösung:Ein technischer fehler kann ausgeschlossen werden, da es in evidenz keine Logik gibt, die autumatisch Rechnungen erstellen könnte. Die rechnugserstellung ist nur durch Benutzer möglich wozu immer mehrere Klicks und Bestätigungen erforderlich sind.
Herausgefunden werden konnte, dass am 07.11. Frau X X ausgegeben hat. Ob die fragliche rechnung dabei war, ließ sich nicht rekonstruieren.",dummy
318307,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
unbekanntes Problem 
Am +000 000 000 000wurde die Rechnung +000 000 000 000erstellt und keiner will es gewesen sein. Der Kunde wurde dann durch den Rechnungseinzug überrascht. 
Aktionsplan 
evidenz versucht herauszufinden, wer die Rechnung erstellt hatte. 
Lösung war 
Ein technischer fehler kann ausgeschlossen werden, da es in evidenz keine Logik gibt, die autumatisch Rechnungen erstellen könnte. Die rechnugserstellung ist nur durch Benutzer möglich wozu immer mehrere Klicks und Bestätigungen erforderlich sind. 
Herausgefunden werden konnte, dass am 07.11. Frau X X ausgegeben hat. Ob die fragliche rechnung dabei war, ließ sich nicht rekonstruieren.",eMail evidenz
318308,Neuer SC per Telefon Problem: Fragen zu Rechnung: zwei Zahlungsziehle?,dummy
318308,"SC Abgeschlossen Lösung:ich habe Ihre Nachricht auf der Mailbox bekommen und muss Ihnen leider mitteilen, dass es nicht möglich ist zwei Zahlungsziele einzustellen.
Es gibt immer nur 1 Zahlungsziel.
Wenn Sie jetzt mit einer Anzahlung arbeiten können Sie die in der Veranstaltung beim Teilnehmer unter Abrechnung als Zusätzliche Position einfügen. Oder Sie erstellen eine Ratenzahlung und geben die 1. Rate als Anzahlung an und die 2. als Restzahlung.
Andere Möglichkeiten haben wir ad hoc nicht.",dummy
318308,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Fragen zu Rechnung: zwei Zahlungsziele? 
Lösung war 
ich habe Ihre Nachricht auf der Mailbox bekommen und muss Ihnen leider mitteilen, dass es nicht möglich ist zwei Zahlungsziele einzustellen. 
Es gibt immer nur 1 Zahlungsziel. 
Wenn Sie jetzt mit einer Anzahlung arbeiten können Sie die in der Veranstaltung beim Teilnehmer unter Abrechnung als Zusätzliche Position einfügen. Oder Sie erstellen eine Ratenzahlung und geben die 1. Rate als Anzahlung an und die 2. als Restzahlung. 
Andere Möglichkeiten haben wir ad hoc nicht.",eMail evidenz
318309,"beim Freigeben von Kalendereinladungen aus Outlook bekommen wir die Meldung „Fehler beim Vorbereiten des Sendens einer Freigabenachricht“. 
Kennen Sie diesen Fehler oder können uns ggf. behilflich sein?
 
Vielen Dank für Ihr Feedback!
 
Freundliche",eMail Kunde
318309,"SC Abgeschlossen Lösung:laut Microsoft Hilfeseiten im Netz sei das ein Bug der allerdings keine funktionalen Probleme hat. Lediglich die Informationen werden nicht per Mail an den Empfänger gesendet - die Freigabe an sich findet allerdings ganz normal statt.
Bitte einmal prüfen ob man auf den freigegebenen Kalender zugreifen kann.",dummy
318309,"laut Microsoft Hilfeseiten im Netz sei das ein Bug der allerdings keine funktionalen Probleme hat. Lediglich die Informationen werden nicht per Mail an den Empfänger gesendet - die Freigabe an sich findet allerdings ganz normal statt. 
Bitte einmal prüfen ob man auf den freigegebenen Kalender zugreifen kann.",eMail evidenz
318310,"Liebes evidenz-Team,
 
bei der Veranstaltung mit dem Code: „9904.BEAM.01.24“, VeID: „12585“  funktioniert der Export der Terminliste in das Feld: „VeTerminlisteUz“ der Schnittstelle der Homepage nicht.
Es wird nur das „Beginndatum“ gezogen.
 
Könnt ihr euch bitte der Sache annehmen? Woran kann das liegen?
 
Danke schön und liebe X
 
Erik",eMail Kunde
318310,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Terminliste wird anscheinend nicht an das OBS übergeben 
Bei der Veranstaltung mit dem Code: „9904.BEAM.01.24“, VeID: „12585“ funktioniert anscheinend der Export der Terminliste in das Feld: „VeTerminlisteUz“ der Schnittstelle der Homepage nicht. 
Aktionsplan 
Evidenz prüft den Sachverhalt und gibt eine Rückmeldung",eMail evidenz
318310,"SC Abgeschlossen Lösung:Das Problem ist behoben. Es bestand für alle Veranstaltungen. Entweder die Terminliste war in der Webservice-Schnittstelle im Gegensatz zu der Terminliste mit Uhrzeit noch nie enthalten gewesen, oder das Feld war versehentlich überschrieben worden.
Jetzt ist es jedenfalls (wieder) drin und wird auch ordnungsgemäß ausgegeben.",dummy
318310,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Terminliste wird anscheinend nicht an das OBS übergeben 
Bei der Veranstaltung mit dem Code: „9904.BEAM.01.24“, VeID: „12585“ funktioniert anscheinend der Export der Terminliste in das Feld: „VeTerminlisteUz“ der Schnittstelle der Homepage nicht. 
Aktionsplan 
Evidenz prüft den Sachverhalt und gibt eine Rückmeldung 
Lösung war 
Das Problem ist behoben. Es bestand für alle Veranstaltungen. Entweder die Terminliste war in der Webservice-Schnittstelle im Gegensatz zu der Terminliste mit Uhrzeit noch nie enthalten gewesen, oder das Feld war versehentlich überschrieben worden. 
Jetzt ist es jedenfalls (wieder) drin und wird auch ordnungsgemäß ausgegeben. 
 
 
Vielen Dank",eMail evidenz
318310,"es scheint nach wie vor nicht zu funktionieren. Wenn ich mir die Schnittstelle (und im Nachgang die Homepage) anschaue, wird bei dem Seminar nach wie vor nur ein Tag angezeigt, obwohl die Veranstaltung mit 3 Tagen in der Datenbank hinterlegt ist.
 
So sollte es (z.B.) aussehen:
 
Bei dem betreffenden Seminar sieht es so aus:",eMail Kunde
318310,"tatsächlich gab es ein zweites Problem an anderer Stelle: die Daten wurden schon gleich gar nicht von evidenz an unser OBS übertragen, das die Webservice-Schnittstelle bereitstellt.
Auch dieses Problem ist jetzt behoben.",eMail evidenz
318310,SC Abgeschlossen Lösung:Evidenz prüft den Sachverhalt und gibt eine Rückmeldung,dummy
318311,"hallo X X,

 

uns sind folgende Fehler in den HFW-Anmeldungen aufgefallen:

 

Wir haben Anmeldungen im aktuellen HFW Kurs, 

a.	für die wir keine Buchungsbestätigung erhalten haben
b.	die in der Buchungshistorie nicht auftauchen und
c.	die den falschen Preis ausgewiesen bekommen haben. Trotz Anmeldung nach dem 01.02. sind sie mit 4.000 € eingetragen anstatt 4.060 €.

*	Casas Aragon, X X 05.02.)
*	Löbig, X X 05.02.)

 

Zudem wird der falsche Preis ausgewiesen bei…

	*	Lehmann, Laura-Marie (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor, der genannte Preis ist jedoch falsch (4.000 statt 4.060).

…wohingegen der Preis bei dieser Anmeldung richtig angegeben ist:

	*	Hansen, X X (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor

 

 

Bitte sehen Sie untenstehenden Screenshot:

--> Die TN-Gebühr ist in der Veranstaltung richtig eingetragen: 4.060 €

 

 

Die HFW-Anmeldungen sind leider weiterhin nicht verlässlich.

 

Daher bitten wir Sie, uns die Fehlerursache(n) mitzuteilen und diese schnellstmöglich zu beheben.

 

Des Weiteren bitten wir um die fehlenden Buchungsbestätigungen von Casas Aragon und Löbig. Wir werden die Korrektur des falsch bestätigten Preises selbst kommunizieren. Bitte leiten Sie uns nur die Bestätigungen weiter.

 

Vielen Dank und viele",eMail Kunde
318311,"Danke für die Rückmeldung, Herr X.
 
Weder Frau X noch ich haben Anmeldungen händisch getätigt.
 
So bleibt doch die Frage unbeantwortet, weshalb sporadisch falsche Preise ausgewiesen werden.
2x am 05.02. und 1x am 07.02.
 
Denn ob händisch ausgelöst oder nicht – der Preis wurde in der Anmeldung nicht korrekt ‚gezogen‘.
 
Auf den falsch ausgewiesenen Preis, der in einer Anmeldung vom 07.02. auftaucht, sind Sie überhaupt nicht eingegangen.
 
Zudem wird der falsche Preis ausgewiesen bei…
	*	Lehmann, Laura-Marie (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor, der genannte Preis ist jedoch falsch (4.000 statt 4.060).
…wohingegen der Preis bei dieser Anmeldung richtig angegeben ist:
	*	Hansen, X X (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor
 
 
Wir bitten Sie, den Sachverhalt noch einmal sorgfältig zu prüfen. Irgendetwas scheint hier doch nicht rund zu laufen.
 
Viele",eMail Kunde
318311,"Danke für die Rückmeldung, Herr X.
 
Weder Frau X noch ich haben Anmeldungen händisch getätigt.
 
So bleibt doch die Frage unbeantwortet, weshalb sporadisch falsche Preise ausgewiesen werden.
2x am 05.02. und 1x am 07.02.
 
Denn ob händisch ausgelöst oder nicht – der Preis wurde in der Anmeldung nicht korrekt ‚gezogen‘.
 
Auf den falsch ausgewiesenen Preis, der in einer Anmeldung vom 07.02. auftaucht, sind Sie überhaupt nicht eingegangen.
 
Zudem wird der falsche Preis ausgewiesen bei…
	*	Lehmann, Laura-Marie (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor, der genannte Preis ist jedoch falsch (4.000 statt 4.060).
…wohingegen der Preis bei dieser Anmeldung richtig angegeben ist:
	*	Hansen, X X (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor
 
 
Wir bitten Sie, den Sachverhalt noch einmal sorgfältig zu prüfen. Irgendetwas scheint hier doch nicht rund zu laufen.
 
Viele",eMail Kunde
318311,"Danke für die Rückmeldung, Herr X.
 
Weder Frau X noch ich haben Anmeldungen händisch getätigt.
 
So bleibt doch die Frage unbeantwortet, weshalb sporadisch falsche Preise ausgewiesen werden.
2x am 05.02. und 1x am 07.02.
 
Denn ob händisch ausgelöst oder nicht – der Preis wurde in der Anmeldung nicht korrekt ‚gezogen‘.
 
Auf den falsch ausgewiesenen Preis, der in einer Anmeldung vom 07.02. auftaucht, sind Sie überhaupt nicht eingegangen.
 
Zudem wird der falsche Preis ausgewiesen bei…
	*	Lehmann, Laura-Marie (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor, der genannte Preis ist jedoch falsch (4.000 statt 4.060).
…wohingegen der Preis bei dieser Anmeldung richtig angegeben ist:
	*	Hansen, X X (Anmeldung 07.02.) --> Anmeldebestätigung liegt vor
 
 
Wir bitten Sie, den Sachverhalt noch einmal sorgfältig zu prüfen. Irgendetwas scheint hier doch nicht rund zu laufen.
 
Viele",eMail Kunde
318311,"Herr X X gerade in Meetings zu Projekten eingespannt weswegen ich mir mal den Fall geschnappt habe😊.
 
Die „Logik“ von Evidenz ist die folgende:
1.	Anmeldung kommt rein, Preis in Veranstaltung 4.000,00€
2.	Anmeldung wird mit 4.000,00€ eingetragen in die Veranstaltung
3.	(Mail wird ausgelöst bei denen 4.000,00€ bestätigt werden)
4.	Manuelle Änderung von 4.000,00€ zu 4.060,00€ in Veranstaltung
5.	Nichts passiert bis zu einer neuen Anmeldung
 
 
Bestehende Anmeldungen werden nicht einfach geändert oder überschrieben, die sind „fest“.
Außer, Sie ändern den Preis und bestätigen diese Meldung:
(Der Text der Meldung wird in einem kleinen Update angepasst, da ist unserem Admin wohl eine Maus über die Tastatur gelaufen)
Wenn Sie hier auf Ja klicken wird jede nicht abgerechnete Anmeldung, völlig egal wann sie rein kam, auf den neuen Preis geändert.
 
Das zur allgemeinen Logik von Evidenz. Nun zu Ihrem Problemfall von Frau X und Frau X.
 
 
Wenn Sie den Teilnehmer anklicken und rechts auf „Details“ klicken erfahren Sie auf einen Blick alles wichtige über die Anmeldung.
Frau X:
1.	Die Anmeldung wurde über den Online Eingang empfangen und bestätigt
2.	Das Datum der Anmeldung war der Dienstag, 06.02., um 15:18 Uhr.
3.	Die Anmeldebestätigung per Mail wurde am 07.02. versendet
 
 
Nun zu Frau X:
1.	Die Anmeldung kam weder aus der Warteliste noch dem Online Eingang, muss also von Hand eingetragen worden sein. Es gibt keine andere Option. 
In diesem Fall habe ich die Anmeldung von einer anderen Veranstaltung, wie von Ihnen gewünscht, um geschrieben die HF2. In der ursprünglichen Veranstaltung war die Anmeldung bereits vor dem 02.02. gewesen und somit ist der Betrag von 4.000,00€ auch OK.
2.	Die Anmeldung wurde in dieser Veranstaltung am Freitag, 02.02., um 14:45 Uhr erfasst.
3.	Die Anmeldebestätigung per Mail wurde am 07.02. versendet.
 
 
Wie oben in der Logik geschrieben nimmt sich die Anmeldebestätigungsmail immer den Preis der in der Anmeldung des Teilnehmers steht:
AmBetrag = Anmeldebetrag und nicht die Teilnahmegebühr.
 
 
Sie schreiben „Denn ob händisch ausgelöst oder nicht – der Preis wurde in der Anmeldung nicht korrekt ‚gezogen‘.“ Was auch völlig korrekt ist. Der Preis in der Anmeldung selbst wird festgeschrieben und kann nur noch durch Sie geändert werden.
 
Ich hoffe ich konnte etwas Klarheit schaffen und wünsche einen schönen Feierabend.",eMail evidenz
318311,"Herr X X gerade in Meetings zu Projekten eingespannt weswegen ich mir mal den Fall geschnappt habe😊.

 

Die „Logik“ von Evidenz ist die folgende:

1.	Anmeldung kommt rein, Preis in Veranstaltung 4.000,00€
2.	Anmeldung wird mit 4.000,00€ eingetragen in die Veranstaltung
3.	(Mail wird ausgelöst bei denen 4.000,00€ bestätigt werden)
4.	Manuelle Änderung von 4.000,00€ zu 4.060,00€ in Veranstaltung
5.	Nichts passiert bis zu einer neuen Anmeldung

 

 

Bestehende Anmeldungen werden nicht einfach geändert oder überschrieben, die sind „fest“.

Außer, Sie ändern den Preis und bestätigen diese Meldung:

(Der Text der Meldung wird in einem kleinen Update angepasst, da ist unserem Admin wohl eine Maus über die Tastatur gelaufen)

Wenn Sie hier auf Ja klicken wird jede nicht abgerechnete Anmeldung, völlig egal wann sie rein kam, auf den neuen Preis geändert.

 

Das zur allgemeinen Logik von Evidenz. Nun zu Ihrem Problemfall von Frau X und Frau X.

 

 

Wenn Sie den Teilnehmer anklicken und rechts auf „Details“ klicken erfahren Sie auf einen Blick alles wichtige über die Anmeldung.

Frau X:

1.	Die Anmeldung wurde über den Online Eingang empfangen und bestätigt
2.	Das Datum der Anmeldung war der Dienstag, 06.02., um 15:18 Uhr.
3.	Die Anmeldebestätigung per Mail wurde am 07.02. versendet

 

 

Nun zu Frau X:

1.	Die Anmeldung kam weder aus der Warteliste noch dem Online Eingang, muss also von Hand eingetragen worden sein. Es gibt keine andere Option. 

In diesem Fall habe ich die Anmeldung von einer anderen Veranstaltung, wie von Ihnen gewünscht, um geschrieben die HF2. In der ursprünglichen Veranstaltung war die Anmeldung bereits vor dem 02.02. gewesen und somit ist der Betrag von 4.000,00€ auch OK.

2.	Die Anmeldung wurde in dieser Veranstaltung am Freitag, 02.02., um 14:45 Uhr erfasst.
3.	Die Anmeldebestätigung per Mail wurde am 07.02. versendet.

 

 

Wie oben in der Logik geschrieben nimmt sich die Anmeldebestätigungsmail immer den Preis der in der Anmeldung des Teilnehmers steht:

AmBetrag = Anmeldebetrag und nicht die Teilnahmegebühr.

 

 

Sie schreiben „Denn ob händisch ausgelöst oder nicht – der Preis wurde in der Anmeldung nicht korrekt ‚gezogen‘.“ Was auch völlig korrekt ist. Der Preis in der Anmeldung selbst wird festgeschrieben und kann nur noch durch Sie geändert werden.

 

Ich hoffe ich konnte etwas Klarheit schaffen und wünsche einen schönen Feierabend.",eMail Kunde
318311,"SC Abgeschlossen Lösung:Vielen Dank für die Mail.
Ich habe dies kontrolliert, beide Anmeldungen wurden am 05.02. händisch getätigt und nicht über das OBS. Dies sieht man in den Anmeldedetails und in der Historie des Online Eingangs, daher können wir nicht nachvollziehen warum der Preis hier nicht korrekt gewesen ist. 
Die Anmeldebestätigungen habe ich Ihnen gesendet. Der fehlende SPF Eintrag wurde am 05.02. erst gesetzt, zu dem Zeitpunkt kann die Umstellung für weiterbildung @ ggf. noch nicht erfolgt sein.
Sie können sich die Bestätigung auch selbst erneut nochmal senden, in dem Sie in den Anmeldedetails der Person das B manuell entfernen und die Vorlage über den Listenassistenten erneut auslösen. Evidenz schaut dann nur auf die beidene fehlenden B für Bestätigung und erstellt nochmal die Mails. 
Hier haben Sie die Möglichkeit manuell den Mailempfänger zu bearbeiten, dass habe ich für Ihre Mailadresse hier jeweils getan.
In der Mailversandhistorie, im evidenz Hauptmenü, war jedoch zu sehen das die Mails beide an die Teilnehmerinnen versendet wurden.
Hier nochmal der Hinweis von uns, bitte prüfen Sie die Umsetzbarkeit des Versands über Outlook, dann haben Sie die gesendeten Mails sichtbar.
Bitte senden Sie nun auch wieder alle Anfragen wie diese an xxx@xxx.com. Wir machen, wie in diesem Fall, ein Ticket daraus. Nächste Woche bin ich bei Kunden und Herr X hat Urlaub Mo und Di., nur so kann gewährleistet werden das Herr X die Mails sieht und bearbeitet.",dummy
318312,"Ja, jetzt passt es. Danke.
Wie mache ich das bei meiner Learning Journey mit dem Sonderpreis für eine Begleitperson?",eMail Kunde
318312,was meinen Sie? Ist das eine Reihe oder eine gesonderte Veranstaltung?,eMail evidenz
318312,"Hi X,
na, der Preis meiner Learning Journeys hängt an der Hautveranstaltung. An den Unterveranstaltung habe ich ja keinen Preis. Also müsste ich an der Hauptveranstaltung irgendwo den Preis für die Begleitperson erfassen, oder?
Außerdem sehe ich gerade, dass „Uhr“ an mehreren Stellen wieder verrutscht ist. Kannst du das bitte korrigieren? Danke.",eMail Kunde
318312,"genau, in der Hauptveranstaltung. In den Unterveranstaltungen nur, wenn man sich dort separat anmelden kann.
Wenn alles 1 Paket ist dann eben nur ganz oben 😊
 
Das „Uhr“ wird nur bei dem Häkchen in die 3. Zeile verschoben. Das habe ich schon vor längerer Zeit gesagt. Wenn ich das Häkchen mit in die 2. Zeile nehme, rutscht die erste Uhrzeit in die 1. Zeile und dann haben wir auch nicht gewonnen ☹.
Einen Tod müssen wir hier sterben. Alles in 1 Zeile zu packen ist leider viel zu viel. Sorry.",eMail evidenz
318312,"Hi X,
 
und warum haben wir denn überhaupt ein Häkchen bei dem Seminar? Ich brauche das nicht.",eMail Kunde
318312,"SC Abgeschlossen Lösung:das Häkchen kommt nur wenn Sie den Status der Veranstaltung auf definitiv stellen.
Wenn Sie bei den Veranstaltungen den Status auf geplant ändern verschwindet das Häkchen wieder.",dummy
318312,"das Häkchen kommt nur wenn du den Status der Veranstaltung auf ""definitiv"" stellst. 
Wenn du dann bei den Veranstaltungen den Status auf geplant änderst, verschwindet das Häkchen wieder.",eMail evidenz
318312,"Vielen Dank für Ihre E-Mail.
Ich bin derzeit nicht im Office, beantworte Ihre Anfrage aber gerne nach meiner Rückkehr am +000 000 000 000
 
Thank you for your e-mail.
Currently I'm out of office and will gladly answer your message after my return on 12th January 2024
 
Viele",eMail Kunde
318312,SC Abgeschlossen Lösung:was meinen Sie? Ist das eine Reihe oder eine gesonderte Veranstaltung?,dummy
318312,"ich habe jetzt schon mehrfach den Status auf „geplant“ gesetzt und immer wieder springt es um auf „definitiv“☹. Da läuft bei dieser Veranstaltung irgendwas im Hintergrund seitens Evidenz. Kannst du das bitte mal prüfen?
 
Danke und",eMail Kunde
318312,"SC Abgeschlossen Lösung:Sie hatten in den Voreinstellungen von Evidenz die Option aktiviert, dass eine Veranstaltung automatisch auf definitiv gesetzt wird wenn die minimale Teilnehmerzahl erreicht wurde.
Das habe ich Ihnen jetzt mal entfernt, dann bleibt jetzt der Status auf geplant stehen wenn Sie den ändern.
Wenn irgendwann wieder das Häkchen und der damit verbundene definitiv Status gewünscht ist kann die Einstellung schnell wieder aktiviert werden.",dummy
318312,"Sie hatten in den Voreinstellungen von Evidenz die Option aktiviert, dass eine Veranstaltung automatisch auf ""definitiv"" gesetzt wird wenn die minimale Teilnehmerzahl erreicht wurde. 
Das habe ich Ihnen jetzt mal entfernt, dann bleibt jetzt der Status auf ""geplant"" stehen wenn Sie den ändern. 
Wenn irgendwann wieder das ""Häkchen"" und der damit verbundene ""definitiv"" Status gewünscht ist kann die Einstellung schnell wieder aktiviert werden.",eMail evidenz
